text,text_english
kalo narsum nya smart podcast jam jam waktu tak asa lama bagus podcast panji,"If the information is smart, the podcast clock won't take long, it's a good podcast banner"
href my favourite part,href my favorite part
one of the best skakmat episode angkat topi buat mbak saraswati,one of the best checkmate episodes hats off to Ms Saraswati
mungkin harus laku sosialisasi apa adu mana adu tuju deskripsi kena adu ke dpr dprd tidak mau jadi lempar tanggungjawab,maybe we should do socialization or fight where to fight towards description hit complain to the DPR DPRD doesn't want to be throwing responsibility
poin penting cerdas mbak saras kira awal tadi ngomongin bijak partai mbak saras dinasti politik campur bahasa inggris memang lihat pinter,"The important point is that you are smart, Ms. Saras. At the beginning I was talking about party wisdom, Ms. Saras, political dynasty mixed with English, you really look smart"
sumpah kira mpo alpa wkwkwkk,I swear I thought Mpo forgot hahaha
kalau pileg tutup ujung parpol minta uang mahar besar suara total pilih ngapain cape minta suara rakyat mending sekarang care cara apa money politik,"If the legislative election is closed, political parties will ask for a large dowry in total votes, why bother asking for people's votes? It's better to care about the method of money politics now."
jadi ngerti fungsi dpr jadi tarik ingin lebih tau ibu rahayu sarasvati thank you mas pandji,"So I understand the function of the DPR, so I want to know more, Mrs. Rahayu Sarasvati, thank you, Mas Pandji"
cm lucu aja iya pas denger href what was im saying brbrs have no idea,it's just funny when I heard href what was im saying brbrs have no idea
jd abis brp mbanya,"So how much is it, sis?"
for me shes one of the most competent legislative members,for me shes one of the most competent legislative members
podcast seru daging semua tpi bosenin broo gokilllll,a fun podcast full of meat but boring bro gokilllll
jabat cermin rakyat dulu orang indonesia gak paham money politics tidak cuma calon aja rakyat sendiri nagih udh kyk pungli yang kata pejabataparat suka pungli rakyat suka pungli indonesia perlu introspeksi,"shake hands with the people's mirror first Indonesian people don't understand money politics, not only candidates, the people themselves are demanding it, it's like extortion, as officials say, the authorities like extortion, the people like extortion, Indonesia needs to introspect"
salah satu episode baik skakmat,one of the good episodes of checkmate
lah raja makan,the king of eating
kirain pok alpha,I thought Pok was alpha
calon walikota tangsel pilih hrefuckszuwhgymbdvujgmmfyjbfswjhlpyouaaka jujur quotsistem terbukaquot lebih edukasi politik masyarakat bayar sangat mahal para caleg mungkin akan tuju quotsistem tertutupquot list caleg partai catat masyarakat pilih list sebut syarat jadi anggota partai jadi edukasi politik tahun sekali partai bisa benefit banyak anggota loyal,Tangsel mayoral candidate chooses hrefuckszuwhgymbdvujgmmfyjbfswjhlpyouaaka honest quotopen systemquot more political education for the community pays very expensive legislative candidates may go to quotclosed systemquot list of party legislative candidates note the community chooses list mentions requirements to become a party member so political education once a year the party can benefit many loyal members
pernah satu rombong mba saras sama tri ppa delegasi pad woman forum apec st petersburg russia saras salah satu speaker wakil indonesia bicara baik saya banding wakil negara,"I was once in the same group as Ms Saras and Tri PPA, delegates at the APEC Women's Forum in St. Petersburg, Russia. Saras, one of the speakers representing Indonesia, spoke well of me and the representatives of other countries."
main catur penting obrol kali keren imbang content tonenya,"When playing chess, it's important to have a cool chat and balance the tone of the content"
buka tutup akhir gimana partai buka klo partai hendak duduk orang pilih partai tetap lah orang sebut pilih,"open and close the end of how the party opens, if the party wants to sit down, people vote for the party, people still say they vote"
bang kalo kasih masuk ngomongnya lamasediain minum bang byr lebih fokus ngobrolnya sama main,"Bro, if you let me in, you talk for a long time, prepare a drink, Bro, you focus more on chatting and playing"
kang pandji kasih cerah dong apa beda ningrat rahayu saraswati which you appear to approve of ningrat gibran rakabuming which you criticise lot brbrhaturnuhun kang,Kang Pandji Kasih Cerang Dong What is the difference between Ningrat Rahayu Saraswati which you appear to approve of Ningrat Gibran Rakabuming which you criticise a lot brbrhaturnuhun Kang
power supply bagus memang cioks wak,"The power supply is really good, sir"
jauh bgt nonton skakmat episode rahayu sama sahroni,It's a long way from watching the checkmate episode Rahayu and Sahroni
sarah lihat sangat pintar awal beliau tv di metrotv sangat lihat smart cuma ketika di perintah prabowo akan dampak,"Sarah looked very smart at first when she was on TV at Metro TV, she looked very smart, but when Prabowo ordered her to have an impact"
skakmat bareng pak ahok dong bang pandji,"checkmate with Pak Ahok, bro Pandji"
href nya klo cut bsa jd meme bang maaf wkwkwk,"If the href is cut it can become a meme, bro, sorry hahaha"
nonton video jadi rasa kayaaknya klan prabowo gak buruk deh mulai terfikir maaf padahal sama sekali taruh respek prabowo keluarga ingat quotdosa masalaluquotnya bagaimana cara menang pilpres kemarenbrbrsara beri terlalu banyak ilmu kali salam hormat itu semua hari ini rasa saya lebih dukung sistem politik tutup paling kalau salah satu kader partai main curang dapat kursi semua tahu tunjuk hidung siapa beri hukum siapa milu datang enggak kayak sekarang partai tinggal bilang oknum tindak tidak jadi apaapa malah dukung kader masalah hukum beri damping,"watching the video makes me feel like the Prabowo clan isn't that bad, I started to think sorry even though I completely respect Prabowo's family, remember his ""past sins"" how to win the presidential election yesterday, brbrsara, give too much knowledge, respectful greetings, all of that today I feel more in favor of a closed political system, at most if one of the party cadres cheats and gets a seat, everyone knows who to point their nose at, give the law to, who to come, not like now, the party just says that the person took action, nothing happens, instead they support cadres with legal problems, provide assistance"
motong mulu,keep cutting
seru bgt sumpahh,"It's so exciting, I swear"
emang bener iya proporsional tutup gak gw cari berita,"It's true, yes, it's proportional, I'm not looking for news"
moga keluarga djoyohadikusumo peran ubah uu milu semua keluarga djojohadikusumo amanah masuk ayah paman aamiin,"Hopefully the Djoyohadikusumo family will play a role in changing the law on the matter. All the Djojohadikusumo family are trustworthy and will enter the father and uncle, amen."
apa sistem milu tutup hilang money politik jelas,"what is the military system closed, money politics is clearly gone"
salah satu episode skakmat baik nihh,one of the good checkmate episodes huh
mbak saras punya privilege dr keluarga tp isi kepala tetep cerdas cuma kayak laen cuma punya privilege doang tp ada isi otak,"Ms. Saras has privileges from her family but her head is still intelligent, just like Laen, she only has privileges but she still has brains."
mirip mpok alpa,similar to Mpok Alpha
panji so pure kudu dicelupin emgwkwkw,"So pure banners have to be dipped, emgwkwkw"
quotkerja itu broquot,"""That's work bro"""
href tau tidak penting cuma bishop lu gabisa ngelakuin move karna pion lu ngalangin,"href knows it doesn't matter, it's just that your bishop can't make a move because your pawn is blocking it"
jd nge fans sh sama ibu satu,so I'm a fan of SH and one of my mothers
isi dagaing semua terimakasih mbak sara bumbu pedas pandji ngomong goblog tolol ulang kali,"all the meat filling, thank you sis, sara, spicy Pandji seasoning, talking about stupid idiots again and again"
kirain mpok alpa,I thought Mpok was absent
rakyat gak usah pilih caleg deh kalo gitu rakyat pilih tum partai aja gimana,"The people don't need to choose legislative candidates. If that's the case, the people will just choose the party"
gak tau gua rasa podcast kali banyak banget obrol distraksinya topik bagus banyak obrol distraksinya dr narasumber jadi ngeselin padahal bahas lebih utuh kalo gak banyak potong obrol,"I don't know, I think this podcast has a lot of distracting chat, good topics, lots of distracting chat from the source, so it's annoying, even though the discussion is more complete if you don't interrupt too much chatter."
best episode so far very eyeopening,best episode so far very eye opening
orangorang paham how indonesian politics really work emang pernah diajarin sekolah aneh sih bahkan sma aja peran partai masyarakat diajarin gimana mau pilih smart emang by design,"people understand how Indonesian politics really work, have they ever been taught in school, it's strange, even in high school, the role of political parties, people are taught how to choose smart, it's by design"
juga pilih mba rahayu saraswati,also choose mba rahayu saraswati
ril bahas banyak daging ngomong penting pandji enak tektokannya bahas emang on point punya stance jelas satu tengah jam jadi kerasabrkebalikan sama politis senior kemaren penting ngomong sampe pandji sendiri ketawa sama jawab yang tidak on point cuma diputerputer buat bikin pusing,"ril discusses a lot of meat, it's important to talk about it, Pandji's taste is good, the discussion is really on point, he has a clear stance in the middle of an hour, so he's tough, the opposite of yesterday's senior politics, it's important to talk until Pandji himself laughs at answers that aren't on point, he just plays it to make you dizzy."
menit fakta sangat nyata lapang apa bilang saras was totally right temen gw asn idealis dimusuhin sama rekan kerja nya temen gw ikut arus dalam,minutes of fact very real field what Saras said was totally right my friend ASN idealist hated by his co-workers my friend went with the flow
kalau masalah soal mahal biaya politik gak atur uu soal biaya politikbrbrkenapa sistem tutup jadi rubah,"If the problem is about the high cost of politics, there is no law regulating political costs, why is the closed system changed?"
href isitas maksud uang easy touch apa yaaabrbrisitas kapasitas komunitas,href isitas what does easy touch money mean? isitas community capacity
seperti unt milu sistem proporsional buka batas lanjut dah,like for milu proportional system open limit further
bg kok nanyain marchel,bro why are you asking for marchel
gara gara komeng jadi tutup,because of comments it got closed
bang kira kira bakal jual tambah tiket mens rea denpasar gak kemaren gak bagi,"Bro, do you think you will sell more tickets for Mens Rea Denpasar, didn't you share yesterday?"
kalo lihat panji banyak kaget baru barang ak salah sih kalo orang dulu bukan anggota parpol koar enak pas udah masuk parpol beda ceritabrpenasaran aja sama rocky gerung amat politik ferdi nuril panji pragi masuk parti tentu bakal kenceng gak yah suara,"If you see a lot of banners, you'll be surprised if something is wrong. If the person wasn't a member of a political party before, it's good to hear that when you join a political party, it's a different story. I'm just curious about Rocky being very political. Ferdi Nuril Panji Pragi joining a party will of course be loud or not?"
keren bu saras ngomong realita sangat munafik,"It's cool, Mrs. Saras, talking about reality is very hypocritical"
kirain mpok alpa,I thought Mpok was absent
idolaaa,idol
putus celup jari kelingking kita ke tinta jika kamu coblos menang kamu tanggung jawab desak janji janji nya,break up dip our little finger in ink if you vote to win you are responsible for keeping your promises
lugas jujur butuh politis kritik habishabisan system demokrasi liberal ugalugalan adopsi indonesia gw suka gaya politis seperti ini,straightforward honest need politicians to criticize the liberal democratic system to the fullest reckless adopt Indonesia I like this political style
undang raymond chin bang,invite raymond chin bang
klo gembel seh gas to word lah tentu,"If you're a homeless person, of course you'll say it out loud"
gimana pilkadacalonnya bikin jalan jadi mulus kualitas super waktu malam selesai subuh pake uang pribadidaripada sembako abis minggu,"how can the candidates make the roads smooth, super quality at night, finish at dawn, use personal money instead of groceries after the week"
episode bagus cuma audio putusputus yah emang bepp,"Good episode, but the audio is intermittent, that's true"
sy kira mpok alpa lah kok mirip kaget kok tumben pandji ngundang lawak bahas politik,"I thought it was just a mistake, it's like I'm surprised why Pandji suddenly invited a joke to discuss politics"
pakai alat catur tekan bang pandji biar tau gilir jalan ehehe,"Use the chess tool to press Bang Pandji so you know which way to go, ehehe"
episode paling kerenn abiss,the coolest episode ever
terimakasih atas inside riil memang jikalau harus pilih tutup mohon suara bu kader calon dpr ketat partai duduk dpr mereka layak pantas kualitas terima kasih,"Thank you for the real inside indeed if you have to choose to close, please vote, ma'am, the cadres, the candidates for the DPR, the party, the DPR, they are worthy ..."
walaupun tidak suka pak prabiwo ini kader bagus buat maju jadi kepala daerah,"Even though I don't like Mr. Prabowo, he is a good candidate to become a regional head."
mpok alpha versi pinter,smart version of mpok alpha
keren ibu jelas nikmat,cool mom it's definitely delicious
thumbnail kirain undang mpok alpha,Thumbnail I think invite MPOK Alpha
sistem perintah terlalu bikin rumit buat masyarakat,the command system is too complicated for the public
wow,wow
lu liat segala konsep visioner tu keluar pdip gimana lu benci pdip negara jadi maju gara pdip,"You see all the visionary concepts that come out of Pdip, how do you hate Pdip, the country has become developed because of Pdip"
cantik,Beautiful
bang pandji mohon banget undang raymond chin skakmat lihat visi misi indonesia maju di kepala sama bang pandji lalu undang pak ahok btp please,"Bang Pandji, please really invite Raymond Chin Checkmate, see the vision and mission of Indonesia progressing in your head, Bang Pandji, then invite Pak Ahok, btp please"
kalau kualitas gibran kaesang memang mbak rahayu masalah siih dinasti politik,"If the quality of Gibran Kaesang is true, Miss Rahayu is a problem with political dynasties"
anjeng knapa bahasa campur pakai bahasa indonesia aja tegas pakai translate,Why don't you mix languages? Just use Indonesian and firmly use translate
the face of the future gerindra is on her,the face of the future Gerindra is on her
really orang panji baru tau kalau dpd independen partai,really new panji people know that dpd is an independent party
dabezzzz,dabezzzz
saran bang ngobrolnya main go aja bang hehehe,"I suggest you just chat and go, bro, hehehe"
href jadi partai demokrat seperti harus lihat sisi moeldoko coba ambil tampuk tinggi partai demokrat bisa jadi moeldoko pada saat bagi perintah sarat penting perintah sedang kuasa,"href so the democratic party seems to have to see the side of Moeldoko trying to take the top reins of the democratic party could be Moeldoko at the time of the important command, the command is in power"
nih nihhh kayak inisial bakal calon wakil gubernur dkj damping ridwan kamil,"Here, here, it looks like the initials of the prospective deputy governor candidate for DKJ accompanying Ridwan Kamil"
ga rank siapa narsum baik pasti tiap individu punya ciri khas stand masingquotbruntuk bagi legislatif percalegan narsum memuaskanbrterima kasih bang pandji,"no rank who is a good resource person, surely each individual has their own unique characteristics,quotbrfor the legislative, the resource person is satisfactorybrthank you, Bang Pandji"
pandji nanya gak menang money politik gw contoh dr sofyan tan medan contoh bahkan spanduk gak di panjang jalan,"Pandji asked if he didn't win money politics, I gave an example from Sofyan Tan Medan, for example, even banners weren't on the roadside"
kasus kanjuruhan musti jaga ingat masyarakat bisa benarbenar usut tuntas,Kanjuruhan case must be kept in mind that the public can really investigate thoroughly
catur bikin boring,chess makes boring
rocky bung panji,"Rocky, Mr. Panji"
abis baca laut cerita sedih banget,"After reading the sea, the story is really sad"
buat haris azhar cowok ganteng indonesia,for haris azhar handsome indonesian guy
undang rocky gerung bng,invite rocky gerung bro
woyo woyo,"Yes, yes"
bang pandji pakai alat jam catur biar bingung siapa harus jalan,Bang Pandji uses a chess clock to confuse who should go
bang undang bang dandhy laksono bang farid gaban,bro invite bro dandhy laksono bro farid gaban
kaesang gibran jokowi datang coba biar tau wawas,"Kaesang Gibran Jokowi, come and try it to find out"
sorry bang kayak posisi raja menteri bang haris balik wkwkwk,"sorry bro, like the position of the king of ministers, bro Haris is back, hahaha"
wait you for invite ganjar pranowo,wait for you to invite ganjar pranowo
undang komjen dharma pongrekeun,invite commissioner general dharma pongrekeun
no rocky no party,no rocky no party
thn depan politik indonesia isi orang di thn lahir malah makin lupa,"Next year Indonesian politics will be filled with people in the year they were born, but they will forget more and more"
soal jiwasraya pakde gua ngalamin bang tidak dapet uang pensiun uang taro di asuransi sebut,"Regarding Jiwasraya, my uncle experienced it, bro, he didn't get his pension money, he put the money in the insurance, he said"
rocky gerung dong,Rocky Gerung please
rocky panji come on lah,Rocky Panji come on
kasus pulau rempang,Rempang Island Case
keren konsentrasi bicara pecah,cool concentration of speech broken
sa ae jurgen klop,sa ae jurgen klop
ne ada observer bang biar usah inget bagi siapa jalan sayang konsentrasi obrol pecah,"There's no observer, bro, so you don't have to remember who you're going to, dear, your conversation concentration is broken"
luhut,the hustle and bustle
lama banget dengerin haris ashar,long time listening to haris ashar
tuju panji undang rocky gerung like coment rame sama sama netral kritik,"Go to the banner, invite Rocky Gerung to like comments, both neutral and neutral in criticism"
,
aku skip iklan nya soal bintang tamu nya haris azhar,I skipped the ad about the guest star Haris Azhar
yg sampe ini masih bingungin kasus bang haris azhar indikasi fitnah salah sih bang haris fitnah benaryg bikin bingung kok jadi engga ada yang salah dua,"Up to this point, we are still confused about the case of Haris Azhar, the indications of slander are wrong, Bro Haris, the slander is true, which makes me confused, so there's nothing wrong with either."
moga undang harun masikun,Hopefully Harun Masikun will be invited
what the hell this content you just playing catur game meanwhile you get quotdagingquot in those conversationbrthanks pandji this is the real cerdas hidup bangsa,"what the hell this content you just play chess game meanwhile you get ""meat"" in those conversationsbrthanks pandji this is the real intelligent life of the nation"
rocky gerung ihsanudin nursi yoook yooook,rocky gerung ihsanudin nursi come on come on
,
banyak yang nonton yang nyadar sih posisi raja sama menteri haris azhar balik barang imana cerita menteri makan pion e href trus langsung skak wkwkwk,Many viewers realized that the position of the king and minister Haris Azhar was the same as the story of the minister eating the pawn e href and then immediately getting into checkmate hahaha
hrs konsentrasi fokus tingkat tinggi bisa cerna obrol meleng dikit langsung ngeblang liat bego,You have to have a high level of concentration and be able to digest a little distracted chatter and immediately look stupid
jelas asi value jurgen klopp lebih masuk akal,clearly Jurgen Klopp's ASI value makes more sense
yg tuju undang bung rocky like,the one who is going to invite Mr Rocky like
host total politik dengerin nih href singkat padat stupid,"host total politics listen to this short, dense, stupid href"
bang ne rocky gerung jj rizal dong,"Bro, Rocky is angry with JJ Rizal, bro"
bangg undang mv donggg pliss,"bro, please invite me to the MV"
pandji plis undang hasbil demokrat,Pandji please invite the Democrats to join
undang zulkifli hasan bang,invite zulkifli hasan bro
berat ni konten mikir bareng,"this content is heavy, think together"
rocky gerung sih bang biar jadi chekahl mat,"Rocky is furious, bro, so he becomes a chekahl mat"
rocky gerung,Rocky Gerung
lebih pinter haris azhar daripaada rocki grung,Haris Azhar is smarter than Rocki Grung
orang paling gua gedeg tiap dengerin ngomong ham ham ham tai,The people I love grow up every time I hear people talking about ham ham ham tai
mana si uki nih kabur,Where's Uki? He's run off to
posisi menteri putih d bukan e konten pak anies sama tuh kayak balik,"The position of the White Minister is D, not E, Pak Anies' content is the same, it's like coming back"
pik,pic
norocky noparty,norocky noparty
kek klu empat seru mas konsep bagus bentuk domino,"Kek Klu Empat is fun, bro, nice concept in the form of dominoes"
rocky gerung bang undang,"Rocky Gerung, please invite him"
ne undang ceryl tanzil bang gedek gua liat gaya,"Ne invite Ceryl Tanzil, bro, I'll see the style"
menit href gausah nanya siapa akan jaga anak anak muda karna layak jaga pikir iya elu bang pandji,"minute href don't have to ask who will look after the young people because they deserve to be looked after, I think so, bro Pandji"
haris azhar kek the professor sergio marquei wkwk,haris azhar is like professor sergio marquei lol
undang pak mahfud md bg pandji,invite Mr Mahfud MD to Pandji
kasihan narasumber satu jam lebih kasih minum bang,"I'm sorry the source gave me more than an hour to drink, bro"
keren bgt jurgen klopp,Jurgen Klopp is so cool
asslamualikum bang pandji undang bung mrgarito kamis dong,"Assalamualaikum, bro Pandji, please invite bro Mrgarito on Thursday"
undang pa ahok,invite Mr. Ahok
firaun hancur uni soviet bubar duo jerman runtuh satu semua jadi selalu orang sifat kritis orang selalu awas jalan rezim perintah orang selalu laku apa demi bela hak hak rakyat,pharaoh destroyed soviet union broke up duo germany collapsed one all become always people critical nature people always watch the way regime people's orders always do what to defend people's rights
sini aku paham juang bang panji ngerubah dara berfikir anak muda,Here I understand Bang Panji's struggle to change young people's thinking
lord luhut lucu,lord luhut funny
inti host totpol mau coli kntol kuasa,Totpol's core host wants to jerk off the power's dick
wait for my turn,wait for my turn
,
bang mungkin ngundang gm catur beneran kyk gm irene biar liat baru gm bisa tidak main super slow hehebr gm bisa ajar gera catur apply di politik tu sperti apa maju warga indonesah tercintah,"Bro, maybe invite a real chess player like Irene to see how can you not play super slow hehebr how can you teach chess to apply in politics, how is that progressing, beloved Indonesian citizens"
terimakasih bang udh bikin konten gw suka banget sama konten banyak ajar brsemoga konten terus lanjut,"Thank you bro for making content, I really like the content, lots of teaching, hopefully the content will continue"
rocky gerung tunggu skakmat,Rocky Gerung waiting for checkmate
bg undang reza indragiri,for inviting Reza Indragiri
undang rocky gerung bang,invite rocky gerung bro
batu bara elu butuh berapa banyak sih brpencokelan batu bara bukan butuh kasih lampu orang miskin nambah isi kantonnya orang kaya jual keluar negeri orang kaya dandan politis,How much coal do you need? Browning coal doesn't require giving lamps to poor people to increase the contents of their cantons. Rich people sell abroad. Rich people dress up politically.
undang bivitri bg panji,invite bivitri to panji
gurunda haris ashar,Gurunda Haris Ashar
undang kaesangbang,invite kaesangbang
bang saran kalo bingung gilir siapa siapa coba beli jam catur aja bang jam usah dinyalain,"Bro, if you're confused about whose turn it is, try buying a chess clock, bro, you don't need to start the clock"
bodoh buzzer rezim usung nilai quotasian valuequot demokrasi sendiri rupa quotbarat valuequot dalam asia sendiri nilainilai islam anut hampir milyar duduk bumi justru semangat lihat kuasa batas nilainilai islam rupa bagi asi value sendiri dukung buzzer rezim benerbener asi value harus kembali kuasa indonesia sultan raja dulu senang hari serah kekuasaankedaulatan kaya untuk diri indonesia,"stupid buzzer regime carries the value of ""quotasian valuequot"" democracy itself, the form of ""western valuequot"" in Asia itself, the values ​​of Islam are adhered to by almost a billion people on earth, in fact, the spirit of seeing the power of the limits of Islamic values, the form of Asian values, supports the buzzer regime, really Asian values ​​must return to power, Indonesia, the sultan, the king, was happy on the day of handing over power, sovereignty, rich for Indonesia itself"
href bisa gua makan nih jangan deh hariz azhar brhumor gua cuma sepele situ wkwk,"href, I can eat it, don't worry, Hariz Azhar, my humor is just trivial here hahaha"
ham bukan tak batas batas ham milik jauh ham orang tidak ganggu,ham is not without limits ham belongs to far away ham people do not disturb
telanjang situasi politik indonesia sekali konten nya kalo punya back up value kuat orang biasa buat konten gin dimasukin penjara hahaha,"naked Indonesian political situation, once the content has strong back up values, ordinary people who create content can be sent to prison hahaha"
selalu suka bang haris sih karna bahasa mudah fahami,I always like Bang Haris because his language is easy to understand
gokil main mas haris azhar,"Crazy playing, Mas Haris Azhar"
udg rocky gerung dong bg pandjikuh,"Rocky Gerung is coming soon, bro Pandjikuh"
suara mic nya gak enak bang panji,"the mic sound is not good, bro Panji"
rocky gerung undang bang,Rocky Gerung invites you bro
jgn lupa teh sama biskuit bang panji,"Don't forget tea and biscuits, Bang Panji"
undang ahmad dhani,invite ahmad dhani
rocky mas panji,Rocky bro ensign
liat,clay
lama loelagi sulit tegak pelanggran ham multi paty emang masalah,It's been a long time since you've had difficulty standing up. Multi-patty ham violations are indeed a problem
kaesang undang terus bang dateng klo perlu gruduk basecamp nya jl medan merdeka utara tepat depan monas,Kaesang invites you to keep coming if you need to go to the basecamp on Jl Medan Merdeka Utara right in front of Monas
bang panji podcast catur gin konsep seru sih kalau pake alat bantu aplikasi device kalau ngasih tau gilir siapa sangat bantu buat guest sama hostnya sendiri minimal make kaya macam bel kan tau siapa akhir mencet bel soal noticeable lumayan sering nanya quotini gillran siapaquot barang ua dengerin doang mesti attentive gin aja capek apa mesti ngomong nyari kosa kata main catur jir sukses terus depan bang panjia hrefuckszuwhgymbdvujgivxoutluorangs angle kamera catur kalau jgn terlalu atas gitu biar liat chess pieces nya yang mana aja soal atas liat hampir semua sama,"Bang Panji, Chess Gin Podcast, it's a fun concept if you use a device application tool, if you tell me whose turn it is, it's really helpful for the guests and the host themselves, at least make it look like a bell, you know who will press the bell in the end, about being seen, quite often asking, ""Whose turn is this,"" if you just have to listen, you have to listen. just be attentive, gin, tired, do I have to talk, look for vocabulary, play chess, jir, be successful and stay ahead, bro, panjia hrefuckszuwhgymbdvujgivxoutluorangs chess camera angle, if you don't look at it too high, so you can see the chess pieces, whatever the top, look almost all the same"
gimaneorang tolol milih mukidi banyak,How can a stupid person choose so many mukidi?
yg eps fedi nuril ko gaada,Why isn't there the Fedi Nuril eps?
daging semua,all meat
nunggu ama mahfud md upload,waiting for mahfud md to upload
cara pandang ormas sekarang siapa bos jdi klo ormas palak parkir bagai hajat wargabryaudah jgn pilih partai bos tempat naung,"The current perspective of mass organizations is who is the boss, so if mass organizations extort parking fees, it's like a citizen's wish, don't choose the boss's party as a place to take shelter"
skakmat fadli zon,checkmate fadli zon
tuju undang lbp sama erick thohir,Head to invite LBP and Erick Thohir
putus temen temennya hadir undang pandji kayak bener dah karna sekali muncul tidak ngejawab malah makin liat tong kosong nyaring bunyi hahahhaa,his friend broke up and invited the pandji as if he was right because once he appeared he didn't answer but instead he saw an empty barrel making a loud noise hahahhaa
kaesang acara kiky saputri aja bedain visi sama misi gimana bisa jadi tum partai,Suddenly Kiky Saputri's event just had a different vision and mission on how to become a party leader
jelas panjang lebar tp tutup kebrobrokan dinasti hasil cuma omong kosong,It's clear at length but to cover up the depravity of the resulting dynasty is just empty talk
ketawa fals bgt om dedek,Uncle Dedek really laughed fake
jujur semua tebak ada baru ratus fans pakde ngomong rupa jadi cuma merefresh ingat aja faedah cuma kedip mas pandji aja wkwkwkwk,"To be honest, everyone guessed that there were just hundreds of fans, Pakde, talking about looks, so it's just refreshing, just remember, the benefits are just a wink, Mr. Pandji, hahaha"
partai baru jadi harap buat orang bosen politis tua paratai kuasa analogi mas panji sepatu kurang terap iklim politik indonesia partai baru beri janji beda soal uud ampas asetsoal diskriminasi brkenapa harus bersih sepatu tidak buang aja kalau sepatu baru kalau mas panji mau bersih cara apa di dunia politik anak muda punya idialis semangat juang brmas panji pikiranya bukan orang politis orang amat salah di sana disinimas panji ingin idialisme juang tidak tuju partai baru usung nilai baru beda politikus tua mapandan menang logistig kuat brsemoga mas panji gabung anak muda juang nilai baru walaupun banyak ingkar,"The new party is a hope for people who are bored with the old politics of the power party. The analogy of Mas Panji's shoes is not applicable in Indonesia's political climate. The new party makes different promises regarding the UUD dregs of assets. The issue of discrimination is why you have to clean your shoes. Don't just throw them away if they are new. If Mas Panji wants them to be clean, what are the methods in the world of politics? Young people have an idealistic fighting spirit, Mas Panji, his mind is not a political person, people are very wrong there, here, Mas Panji wants idealism, fights and doesn't aim for a new party, brings new values, different old politicians, established and wins, strong logic, I hope Mas Panji joins, young people fight for new values, even though many people deny it."
tanya milih kesang lucu sih jawab,ask choose kesang funny answer
kasi jawab mbuletsama yang sanjung,give me a flattering answer
walaupun poin argumen banyak reng saya mahasiswa perlu ajar cara bicara pak dedek uki lanyah pol,"Even though there are many points of argument, my students need to be taught how to talk, Mr Dedek Uki Lanyah Pol"
kalian sadar psi kalo ambil bahasa nya komandan pacul quot psi korea sebntr melentingquotbrkorea banget ni psi,"do you realize that psi, if you use the language, commander hoe, ""psi korean, it's a little bouncy,"" so korean, this is psi"
enek bgt dengernya yaallahhhhhhhhh ken bgt ngoceh tp lelah,"It's so annoying to hear it, oh my God, Ken is really rambling but tired"
akhir psi tenang gak bakal kejar bang pandji datang skakmat,"the end of the psi is calm, it won't chase bang pandji, come checkmate"
partai buzzer gak lebih,buzzer party is nothing more
partai kosong anak anak nol,empty party zero children
href href cepat doi lupa sama quotlangkahnyaquot sendiri,href href quickly he forgot his own quotstepsquot
akhir pak jokowi larang kaesang maju lah lu liat noh banner jalan jakarta kaesang mulu an,"In the end, Mr. Jokowi forbade Kaesang from going forward, you look at the Jakarta Kaesang Mulu street banner"
jam menit tanya konyol pernah gua dengar,hours minutes the most ridiculous question I've ever heard
ga abis nontonnya bosan nengok si psi,"I can't stop watching it, I'm bored of looking at the psychic"
,
kata mbulet,the word mbullet
bang luuu curangg menit href langsung ngambil luuu yaaa,"Bro, you cheated, you took the href right away, huh?"
cape banget nyapu,really tired of sweeping
ko males nontonnya,I'm too lazy to watch it
ga isi orang,no people
bangke that word about evan mas lucu pol,damn that word about evan mas is funny pol
mau lihat kapasitas otak kader partai jadi quotpelacurquot politik,want to see the brain capacity of party cadres to become political quotprostitutesquot
asuwwpenjelasan bagong awal,asuwwexplanation of the initial bagong
href yup inti mati pakar negara,href yup core dead expert country
baru kali nonton skakmat gak sampe tengah,I didn't get to the middle of watching Checkmate the first time
sori iya nge dislike enek capek dengerin politis psi ngomong kocak,"I'm sorry, I dislike it, I'm tired of listening to political psi talk funny"
ngomong apa lu mas uki kocak,"what are you talking about, funny bro Uki"
hindar soeharto luk prabowow,avoid soeharto luk prabowo
bang saran langka catur diselesaiin dulu aja baru mulai pertanyaanbrbrjadi alur ginibrlu jalan gt lawan lu jalan gt pertanyaanbrbrjadi gak pusing mikirin sekarang gilir siapa jalan kadang juga jadi narsum alih bicara,"bro, rare advice, just finish chess first, then start asking questions, so the flow is like this, you have to go, your opponent goes, go, questions, so you don't have to worry about thinking now whose turn it is, sometimes you can talk instead of talking."
alus banget bang panji kata goblog ganti aneh,"Very good, bro Panji, the word stupid has changed to strange"
kaesang punya ukur hasil dunia politik psi masuk senayan kalo partai normal harus udah munas ganti tum baru jadi yaa bisa nilai apa selain privilege nya anak jokowi thats it,"Kaesang has a measure of the results in the world of politics. Psi enters Senayan. If a normal party has to have a national meeting, replace the new tum, so what value can it have besides the privilege of Jokowi's son, that's it"
denger nya malu sendiri kok laki gak tanggung jilat nya,"I feel embarrassed hearing this, why is a man so careless in licking it?"
